"story_id","nl","folio_gold_fol","siv_canonical_fol","top_formula_case","structural_class","recall","category","subcategory","error_direction","overlap_ratio","failed_tests","notes"
"385","All male tennis players at Roland Garros in 2022 lost to Rafael Nadal.","∀x (Male(x) ∧ TennisPlayer(x) ∧ At(x, rolandGarros2022) → LostTo(x, świątek) ∧ At(x, rolandGarros2022))","all x.((MaleTennisPlayer(x) & At(x, rolandGarros2022)) -> LostTo(x, rafaelNadal))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","","","0.4","","only_siv_preds=['MaleTennisPlayer']; only_gold_preds=['Male', 'TennisPlayer']"
"385","If Coco Gauff is ranked highly by the Women's Tennis Association or lost to Rafael Nadal, then Coco Gauff is not a male tennis player at Roland Garros 2022.","RankedHighlyBy(cocoGauff, womensTennisAssociation) ∨ (LostTo(cocoGauff, świątek) ∧ LostAt(cocoGauff, rolandGarros2022)) → ¬(Male(cocoGauff) ∧ TennisPlayer(cocoGauff) ∧ AtRolandGarros2022(cocoGauff))","((RankedHighlyBy(cocoGauff, womensTennisAssociation) | LostTo(cocoGauff, rafaelNadal)) -> -((MaleTennisPlayer(cocoGauff) & At(cocoGauff, rolandGarros2022))))","connective","ground_instance","0.0","vocab_divergence_partial","","","0.25","","only_siv_preds=['At', 'MaleTennisPlayer']; only_gold_preds=['AtRolandGarros2022', 'LostAt', 'Male', 'TennisPlayer']"
"385","Coco Gauff is at Roland Garros 2022.","TennisPlayer(cocoGauff) ∧ At(cocoGauff, rolandGarros2022)","At(cocoGauff, rolandGarros2022)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"256","All cats are mammals.","∀x (Cat(x) → Mammal(x))","all x.(Cat(x) -> Mammal(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"256","Some pets are not mammals.","∃x (Pet(x) ∧ ¬Mammal(x))","exists x.(Pet(x) & -Mammal(x))","quantification","simple_existential","1.0","perfect_agreement","","","1.0","",""
"159","All students who want to have a long vacation have summer as their favorite season.","∀x (Want(x, longvacation) → Favorite(x, summer))","all x.(exists y.((Student(x) & WantToHave(x, y) & LongVacation(y))) -> FavoriteSeason(x, summer))","quantification","compound_restrictor_universal","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['FavoriteSeason', 'LongVacation', 'Student', 'WantToHave']; only_gold_preds=['Favorite', 'Want']"
"159","Emma's favorite season is summer.","Favorite(emma, summer)","FavoriteSeason(emma, summer)","atomic","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['FavoriteSeason']; only_gold_preds=['Favorite']"
"159","James wants to have a long vacation.","Want(james, longVacation)","exists x.(LongVacation(x) & WantsToHave(james, x))","quantification","simple_existential","0.5","vocab_divergence_total","","","0.0","","only_siv_preds=['LongVacation', 'WantsToHave']; only_gold_preds=['Want']"
"343","No digital media are analog.","∀x (DigitalMedia(x) → ¬AnalogMedia(x))","all x.(DigitalMedia(x) -> -Analog(x))","quantification","simple_universal","0.0","vocab_divergence_partial","","","0.333","","only_siv_preds=['Analog']; only_gold_preds=['AnalogMedia']"
"343","Every printed text is analog media.","∀x (PrintedText(x) → AnalogMedia(x))","all x.(PrintedText(x) -> AnalogMedia(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"343","All streaming services are digital media.","∀x (StreamingService(x) → DigitalMedia(x))","all x.(StreamingService(x) -> DigitalMedia(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"343","If an object is a hardcover book, then it is printed text.","∀x (HardcoverBook(x) → PrintedText(x))","all x.(HardcoverBook(x) -> PrintedText(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"343","If 1984 is a streaming service, then 1984 is a hardcover book.","StreamingService(1984) → HardcoverBook(1984)","(StreamingService(1984) -> HardcoverBook(1984))","connective","bare_implies_atomic_antecedent","0.0","alternative_decomposition","structural_test_failure","","1.0","(StreamingService(1984) -> HardcoverBook(1984))","structural_test_failures=1/1"
"213","All Romance languages are Indo-European languages.","∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))","all x.(RomanceLanguage(x) -> IndoEuropeanLanguage(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"213","Romance languages are a language family.","∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))","LanguageFamily(romanceLanguages)","atomic","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['LanguageFamily']; only_gold_preds=['MemberOf', 'RomanceLanguage']"
"213","French and Spanish are both Romance languages.","RomanceLanguage(french) ∧ RomanceLanguage(spanish)","(RomanceLanguage(french) & RomanceLanguage(spanish))","connective","ground_instance","1.0","perfect_agreement","","","1.0","",""
"213","German is related to Spanish.","Related(german, spanish)","RelatedTo(german, spanish)","atomic","ground_instance","0.0","vocab_divergence_partial","","","0.5","","stem_matches=[('RelatedTo', 'Related')]"
"213","Basque is not related to any other language.","∀x (Language(x) → ¬Related(basque, x))","all y.(Language(y) -> -RelatedTo(x, y))","quantification","simple_universal","0.0","vocab_divergence_partial","moderate_overlap","","0.667","","stem_matches=[('RelatedTo', 'Related')]"
"79","Robert Lewandowski is a striker.","Striker(robertLewandowski)","Striker(robertLewandowski)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"79","Strikers are soccer players.","∀x (Striker(x) → SoccerPlayer(x))","all x.(Striker(x) -> SoccerPlayer(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"79","Robert Lewandowski left Bayern Munchen.","Left(robertLewandowski, bayernMunchen)","Left(robertLewandowski, bayernMunchen)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"79","If a player leaves a team they no longer play for that team.","∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))","all x.(Player(x) -> all y.(Team(y) -> (Leaves(x, y) -> -PlaysFor(x, y))))","quantification","simple_universal","0.0","vocab_divergence_total","","","0.2","","only_siv_preds=['Leaves', 'Player', 'Team']; only_gold_preds=['Left']"
"2","Billings is a city in the state of Montana in U.S.","City(billings) ∧ In(billings, montana)","exists x.(CityIn(billings, x) & exists y.(StateIn(x, y) & CountryIn(y, us)))","quantification","existential_compound_nucleus","0.3333333333333333","vocab_divergence_total","","","0.2","","only_siv_preds=['CountryIn', 'StateIn']; only_gold_preds=['In']; stem_matches=[('CityIn', 'City')]"
"2","The state of Montana includes the cities of Butte, Helena, and Missoula.","City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)","(Includes(stateOfMontana, butte) & Includes(stateOfMontana, helena) & Includes(stateOfMontana, missoula))","connective","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['Includes']; only_gold_preds=['City', 'In']"
"2","The city of St Pierre is not in the state of Montana.","City(pierre) ∧ ¬(In(pierre, montana))","-(In(stPierre, montana))","negation","ground_instance","0.0","vocab_divergence_partial","","","0.5","-(In(stPierre,montana))","only_gold_preds=['City']"
"2","Any city in Butte is not in St Pierre.","∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))","all x.((City(x) & In(x, butte)) -> -In(x, stPierre))","quantification","compound_restrictor_universal","0.0","restrictor_collapse","SIV=2 vs GOLD=3 conjuncts","siv_drops_restrictor","1.0","all v0.((City(v0) & In(v0,butte)) -> -In(v0,stPierre))","restrictor_conjuncts: SIV=2, GOLD=3"
"192","International students in the US have either an F1 visa or a J1 visa.","∀x (InternationalStudent(x) ∧ In(x, unitedStates) → F1Visa(x) ⊕ J1Visa(x))","all x.((InternationalStudent(x) & In(x, us)) -> (exists y.(F1Visa(y) & HaveVisa(x, y)) | exists z.(J1Visa(z) & HaveVisa(x, z))))","quantification","compound_restrictor_universal","","parse_error","","","","","normalized: all x (InternationalStudent(x) & In(x, unitedStates) -> F1Visa(x) J1Visa(x))"
"192","An international student in the US with an F1 visa needs to apply for CPT or OPT if the student wants to work in the US.","∀x (InternationalStudent(x) ∧ In(x, unitedStates) ∧ F1Visa(x) ∧ WantToWorkIn(x, unitedStates) → Apply(x, cpt) ∨ Apply(x, opt))","exists x.((InternationalStudent(x) & In(x, us) & HasVisa(x, f1Visa)) & (WantsToWorkIn(x, us) -> (NeedsToApplyFor(x, cpt) | NeedsToApplyFor(x, opt))))","quantification","existential_compound_nucleus","0.75","vocab_divergence_partial","","","0.25","","only_siv_preds=['HasVisa', 'NeedsToApplyFor', 'WantsToWorkIn']; only_gold_preds=['Apply', 'F1Visa', 'WantToWorkIn']"
"192","Mike is an international student.","InternationalStudent(mike)","InternationalStudent(mike)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"192","Mike needs to apply for CPT if he wants to work in the US.","WantToWorkIn(x, unitedStates) → Apply(mike, cpt)","(WantsToWorkIn(mike, us) -> ApplyFor(mike, cpt))","connective","bare_implies_atomic_antecedent","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['ApplyFor', 'WantsToWorkIn']; only_gold_preds=['Apply', 'WantToWorkIn']"
"442","All Brown Swiss cattle are cows.","∀x (BrownSwissCattle(x) → Cow(x))","all x.(BrownSwissCattle(x) -> Cow(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"442","Some pets are Brown Swiss Cattle.","∃x (Pet(x) ∧ BrownSwissCattle(x))","exists x.(Pet(x) & BrownSwissCattle(x))","quantification","simple_existential","1.0","perfect_agreement","","","1.0","",""
"442","All cows are domesticated animals.","∀x (Cow(x) → DomesticatedAnimal(x))","all x.(Cow(x) -> DomesticatedAnimal(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"442","Alligators are not domesticated animals.","∀x (Aligator(x) → ¬DomesticatedAnimal(x))","all x.(Alligator(x) -> -DomesticatedAnimal(x))","quantification","simple_universal","0.0","vocab_divergence_partial","","","0.333","","only_siv_preds=['Alligator']; only_gold_preds=['Aligator']"
"442","Ted is an alligator.","Aligator(ted)","Alligator(ted)","atomic","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['Alligator']; only_gold_preds=['Aligator']"
"234","Yale University is a private Ivy League research university.","PrivateIvyLeagueResearchUniversity(yaleUniversity)","PrivateIvyLeagueResearchUniversity(yaleUniversity)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"234","Yale University moved to New Haven in 1716.","MovedTo(yaleUniversity, newHaven) ∧ MovedIn(yaleUniversity, year1716)","MoveTo(yaleUniversity, newHaven)","atomic","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['MoveTo']; only_gold_preds=['MovedIn', 'MovedTo']"
"234","Yale university's endowment was valued at $42.3 billion.","ValuedAt(yaleUniversitysEndowment, 42point3billion)","ValuedAt(yaleUniversityEndowment, value423Billion)","atomic","ground_instance","0.0","constant_divergence","","","1.0","ValuedAt(yaleUniversityEndowment,value423Billion)","const_only_siv=['value423Billion', 'yaleUniversityEndowment']; const_only_gold=['42point3billion', 'yaleUniversitysEndowment']"
"234","A list of residential colleges at Yale: Benjamin Franklin College, Berkeley College, Branford College, Davenport College, Ezra Stiles College, Grace Hopper College, Jonathan Edwards College, Morse College, Pauli Murray College, Pierson College, Saybrook College, Silliman College, Timothy Dwight College, and Trumbull College.","∀x (ResidentialCollege(x) → At(x, yale) ∧ (BenjaminFranklinCollege(x) ⊕ BerkleyCollege(x) ⊕ BranfordCollege(x) ⊕ DavenportCollege(x) ⊕ EzraStilesCollege(x) ⊕ GraceHopperCollege(x) ⊕ JonathanEdwardsCollege(x) ⊕ MorseCollege(x) ⊕ PauliMurrayCollege(x) ⊕ PiersonCollege(x) ⊕ SaybrookCollege(x) ⊕ SillimanCollege(x) ⊕ TimothyDwightCollege(x) ⊕ TrumbullCollege(x)))","all x.(ResidentialCollegeAtYale(x) -> (ResidentialCollegeAtYale(benjaminFranklinCollege) | ResidentialCollegeAtYale(berkeleyCollege) | ResidentialCollegeAtYale(branfordCollege) | ResidentialCollegeAtYale(davenportCollege) | ResidentialCollegeAtYale(ezraStilesCollege) | ResidentialCollegeAtYale(graceHopperCollege) | ResidentialCollegeAtYale(jonathanEdwardsCollege) | ResidentialCollegeAtYale(morseCollege) | ResidentialCollegeAtYale(pauliMurrayCollege) | ResidentialCollegeAtYale(piersonCollege) | ResidentialCollegeAtYale(saybrookCollege) | ResidentialCollegeAtYale(sillimanCollege) | ResidentialCollegeAtYale(timothyDwightCollege) | ResidentialCollegeAtYale(trumbullCollege)))","quantification","simple_universal","","parse_error","","","","","normalized: all x (ResidentialCollege(x) -> At(x, yale) & (BenjaminFranklinCollege(x) BerkleyCollege(x) BranfordCollege(x) DavenportCollege(x) EzraStilesCollege(x) GraceHopperCollege(x) JonathanEdwardsCollege(x) MorseCollege(x) PauliMurrayCollege(x) PiersonCollege(x) SaybrookCollege(x) SillimanCollege(x) TimothyDwightCollege(x) TrumbullCollege(x)))"
"120","Badults is a British Sitcom series starring members of Pappy's.","∃x (BritishSitcom(badults) ∧ Series(badults) ∧ MemberOf(x, pappys) ∧ Starring(badults, x))","(BritishSitcomSeries(badults) & StarsMembersOf(badults, pappys))","connective","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['BritishSitcomSeries', 'StarsMembersOf']; only_gold_preds=['BritishSitcom', 'MemberOf', 'Series', 'Starring']"
"120","Badults was piloted in July 2013 on BBC Three.","PilotedIn(badults, july2013) ∧ PilotedOn(badults, bBCThree)","exists x.(InJuly2013(x) & (PilotedOn(badults, bbcThree) & InJuly2013(badults)))","quantification","existential_compound_nucleus","0.5","vocab_divergence_partial","","","0.333","","only_siv_preds=['InJuly2013']; only_gold_preds=['PilotedIn']"
"120","The Working title ""The Secret Dude Society"" was used for Badults.","WorkingTitle(theSecretDudeSociety, badults) ∧ UsedFor(theSecretDudeSociety, badults)","(WorkingTitle(theSecretDudeSociety) & UsedFor(theSecretDudeSociety, badults))","connective","ground_instance","0.3333333333333333","entity_flattening","WorkingTitle: SIV arity=1, GOLD arity=2","siv_flattens","1.0","(WorkingTitle(theSecretDudeSociety) & UsedFor(theSecretDudeSociety,badults)); WorkingTitle(theSecretDudeSociety)","arity_diffs=['WorkingTitle: SIV arity=1, GOLD arity=2']"
"120","Andrew Collins was the script editor for Badults.","ScriptEditorFor(andrewCollins, badults)","ScriptEditorFor(andrewCollins, badults)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"322","All growth stocks are bought to earn profits from rapid price appreciation.","∀x (GrowthStock(x) → BoughtToEarnProfitFrom(x, rapidPriceAppreciation))","all x.(GrowthStock(x) -> exists y.(RapidPriceAppreciation(y) & BoughtToEarnProfitsFrom(x, y)))","quantification","simple_universal","0.5","vocab_divergence_partial","","","0.25","","only_siv_preds=['BoughtToEarnProfitsFrom', 'RapidPriceAppreciation']; only_gold_preds=['BoughtToEarnProfitFrom']"
"322","If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.","∀x (BoughtToEarnProfitFrom(x, earnProfit, rapidPriceAppreciation) → ¬SuitableFor(x, retirementFund))","(BoughtToEarnProfits(stockPrice) -> -SuitableForRetirementFund(stockPrice))","connective","bare_implies_atomic_antecedent","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['BoughtToEarnProfits', 'SuitableForRetirementFund']; only_gold_preds=['BoughtToEarnProfitFrom', 'SuitableFor']"
"322","Some stocks are growth stocks.","∃x (Stock(x) ∧ GrowthStock(x))","exists x.(Stock(x) & GrowthStock(x))","quantification","simple_existential","1.0","perfect_agreement","","","1.0","",""
"322","All mature stocks are suitable for a retirement fund.","∀x (MatureStock(x) → SuitableFor(x, retirementFund))","all x.(MatureStock(x) -> SuitableForRetirementFund(x))","quantification","simple_universal","0.0","vocab_divergence_partial","","","0.333","","only_siv_preds=['SuitableForRetirementFund']; only_gold_preds=['SuitableFor']"
"322","KO is a mature stock.","MatureStock(kO)","MatureStock(ko)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"83","All vehicle registration plates in Istanbul begin with the number 34.","∀x (VehicleRegistrationPlateIn(x, istanbul) → BeginWith(x, num34))","all x.((VehicleRegistrationPlate(x) & In(x, istanbul)) -> BeginWithNumber34(x))","quantification","compound_restrictor_universal","0.0","vocab_divergence_total","","","0.2","","only_siv_preds=['BeginWithNumber34', 'In']; only_gold_preds=['BeginWith']; stem_matches=[('VehicleRegistrationPlate', 'VehicleRegistrationPlateIn')]"
"83","Plates that do not begin with the number 34 are not from Istanbul.","∀x (¬BeginWith(x, num34) → ¬FromIstanbul(x))","all x.((Plate(x) & -BeginWith34(x)) -> -FromIstanbul(x))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","","","0.5","","only_siv_preds=['Plate']; stem_matches=[('BeginWith34', 'BeginWith')]"
"83","Joe's vehicle registration plate is from Istanbul.","∃x (Owns(joe, x) ∧ VehicleRegistrationPlateIn(x, istanbul))","exists x.(VehicleRegistrationPlateOf(x, joe) & From(x, istanbul))","quantification","simple_existential","0.5","vocab_divergence_total","","","0.0","","only_siv_preds=['From', 'VehicleRegistrationPlateOf']; only_gold_preds=['Owns', 'VehicleRegistrationPlateIn']"
"83","Tom's license plate begins with the number 35.","∃x (Owns(tom, x) ∧ BeginWith(x, num35))","exists x.(LicensePlateOf(x, tom) & BeginsWithNumber(x, number35))","quantification","simple_existential","0.5","vocab_divergence_total","","","0.0","","only_siv_preds=['BeginsWithNumber', 'LicensePlateOf']; only_gold_preds=['BeginWith', 'Owns']"
"83","If a license plate begins with the number 35, then it does not begin with the number 34.","∀x (BeginWith(x, num35) → ¬BeginWith(x, num34))","all x.(LicensePlate(x) -> (BeginsWith35(x) -> -BeginsWith34(x)))","quantification","simple_universal","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['BeginsWith34', 'BeginsWith35', 'LicensePlate']; only_gold_preds=['BeginWith']"
"368","If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.","∀x (At(x, marysSchool) ∧ OrderFrequently(x, takeout) → WorkIn(x, studentJob, campus))","all x.((Person(x) & At(x, marysSchool) & OrderTakeoutFrequently(x) & InCollege(x)) -> exists y.(OnCampus(y) & WorkInStudentJob(x)))","quantification","compound_restrictor_universal","0.5","vocab_divergence_total","","","0.125","","only_siv_preds=['InCollege', 'OnCampus', 'OrderTakeoutFrequently', 'Person', 'WorkInStudentJob']; only_gold_preds=['OrderFrequently', 'WorkIn']"
"368","Hannah is at Mary's school.","At(hannah, marysSchool)","exists x.(SchoolOf(x, mary) & At(hannah, x))","quantification","simple_existential","0.5","vocab_divergence_partial","","","0.5","","only_siv_preds=['SchoolOf']"
"368","Hannah works in student jobs on campus and if she needs to earn money to help pay for her college tuition, then she is neither picky nor needs to earn money to help pay for her college tuition.","(WorkIn(hannah, studentJob, campus) ∧ NeedToEarnMoneyToHelpPayFor(hannah, collegeTuition) → ¬(PickyEater(hannah) ∨ NeedToEarnMoneyToHelpPayFor(hannah, collegeTuition))","(exists x.(exists y.(StudentJob(x)) & WorkIn(hannah, x)) & (NeedsToEarnMoneyForTuition(hannah) -> (-Picky(hannah) | -NeedsToEarnMoneyForTuition(hannah))))","connective","other","","parse_error","","","","","normalized: (WorkIn(hannah, studentJob, campus) & NeedToEarnMoneyToHelpPayFor(hannah, collegeTuition) -> -(PickyEater(hannah) | NeedToEarnMoneyToHelpPayFor(hannah, collegeTuition))"
"319","No baked sweets are spicy.","∀x (BakedSweet(x) → ¬Spicy(x))","all x.(BakedSweet(x) -> -Spicy(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"319","All cupcakes are baked sweets.","∀x (Cupcake(x) → BakedSweet(x))","all x.(Cupcake(x) -> BakedSweet(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"319","All mala hotpots are spicy.","∀x (MalaHotpot(x) → Spicy(x))","all x.(MalaHotpot(x) -> Spicy(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"319","All products from Baked by Melissa are cupcakes.","∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))","all x.((Product(x) & From(x, bakedByMelissa)) -> Cupcake(x))","quantification","compound_restrictor_universal","1.0","perfect_agreement","","","1.0","",""
"319","Dried Thai chilies are spicy or mala hotpots or not baked sweets.","Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","all x.(DriedThaiChili(x) -> (Spicy(x) | MalaHotpot(x) | -BakedSweet(x)))","quantification","simple_universal","0.0","vocab_divergence_partial","moderate_overlap","","0.75","","only_siv_preds=['DriedThaiChili']"
"306","If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.","∀x ∃y (ListedIn(x, yelpRecommendation) → NegativeReview(y) ∧ ¬Receive(x, y))","all x.(ListedInYelpRecommendations(x) -> -ReceivedManyNegativeReviews(x))","quantification","simple_universal","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['ListedInYelpRecommendations', 'ReceivedManyNegativeReviews']; only_gold_preds=['ListedIn', 'NegativeReview', 'Receive']"
"306","All restaurants with a rating greater than four are listed in Yelp’s recommendations.","∀x ∀y (HaveRating(x, y) ∧ GreaterThan(y, 4) → ListedIn(x, yelpRecommendation))","all x.((Restaurant(x) & RatingGreaterThanFour(x)) -> ListedIn(x, yelpRecommendations))","quantification","compound_restrictor_universal","0.0","vocab_divergence_total","","","0.2","","only_siv_preds=['RatingGreaterThanFour', 'Restaurant']; only_gold_preds=['GreaterThan', 'HaveRating']"
"306","Some restaurants that do not provide take-out service receive many negative reviews.","∃x ∃y (¬Provide(x, takeOutService) → NegativeReview(y) ∧ Receive(x, y))","exists x.(exists y.((Restaurant(x) & -Provide(x, y) & TakeOutService(y))) & exists z.(NegativeReview(z) & Receive(x, z)))","quantification","existential_compound_nucleus","0.4","alternative_decomposition","structural_test_failure","","0.6","exists v0.(-Provide(v0,v1))","only_siv_preds=['Restaurant', 'TakeOutService']; structural_test_failures=1/3"
"306","All restaurants that are popular among local residents have ratings greater than four.","∀x ∀y (PopularAmong(x, localResidents) → HaveRating(x, y) ∧ GreaterThan(y, 4))","all x.(exists y.((Restaurant(x) & PopularAmong(x, y) & LocalResident(y))) -> HasRatingGreaterThanFour(x))","quantification","compound_restrictor_universal","0.0","vocab_divergence_total","","","0.167","","only_siv_preds=['HasRatingGreaterThanFour', 'LocalResident', 'Restaurant']; only_gold_preds=['GreaterThan', 'HaveRating']"
"306","The Hamden Plaza Subway store has a rating greater than four, or it is popular among local residents.","∀x (HaveRating(hamdenPlazaSubway, x) ∧ GreaterThan(x, 4) ⊕ PopularAmong(hamdenPlazaSubway, localResidents))","(HasRatingGreaterThanFour(hamdenPlazaSubwayStore) | exists x.(LocalResident(x) & PopularAmong(hamdenPlazaSubwayStore, x)))","connective","top_level_disjunction","","parse_error","","","","","normalized: all x (HaveRating(hamdenPlazaSubway, x) & GreaterThan(x, 4) PopularAmong(hamdenPlazaSubway, localResidents))"
"245","In superhero movies, the good guys always win.","∀x ∀y (SuperheroMovie(x) ∧ In(y, x) ∧ GoodGuy(y) → Wins(y))","all x.(exists y.((SuperheroMovie(y) & In(x, y) & GoodGuy(x))) -> Win(x))","quantification","compound_restrictor_universal","0.0","restrictor_collapse","SIV=1 vs GOLD=3 conjuncts","siv_drops_restrictor","0.8","","stem_matches=[('Win', 'Wins')]; restrictor_conjuncts: SIV=1, GOLD=3"
"245","The Surprising Adventures of Sir Digby Chicken Caesar is a superhero movie.","SuperheroMovie(theSurprisingAdventuresofSirDigbyChickenCaesar)","SuperheroMovie(theSurprisingAdventuresOfSirDigbyChickenCaesar)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"245","Good guys fight bad guys and vice versa.","∀x ∀y (GoodGuy(x) ∧ Fight(x, y) ⟷ BadGuy(y) ∧ Fight(y, x))","(all x.(GoodGuy(x) -> all y.(BadGuy(y) -> Fight(x, y))) & all x.(BadGuy(x) -> all y.(GoodGuy(y) -> Fight(x, y))))","connective","other","","parse_error","","","","","normalized: all x all y (GoodGuy(x) & Fight(x, y) BadGuy(y) & Fight(y, x))"
"245","Sir Digby fights his nemesis.","Fight(sirDigby, sirDigbysNemesis)","Fight(sirDigby, hisNemesis)","atomic","ground_instance","0.0","constant_divergence","","","1.0","Fight(sirDigby,hisNemesis)","const_only_siv=['hisNemesis']; const_only_gold=['sirDigbysNemesis']"
"245","If a superhero movie is named after a character, that character is a good guy.","∀x ∀y (SuperheroMovie(x) ∧ NamedAfter(x, y) → GoodGuy(y))","all x.(SuperheroMovie(x) -> exists y.(NamedAfter(x, y) & GoodGuy(y)))","quantification","simple_universal","0.0","restrictor_collapse","SIV=1 vs GOLD=2 conjuncts","siv_drops_restrictor","1.0","all v0.(SuperheroMovie(v0) -> exists v1.(NamedAfter(v0,v1) & GoodGuy(v1))); all v0.(SuperheroMovie(v0) -> exists v1.(NamedAfter(v0,v1)))","restrictor_conjuncts: SIV=1, GOLD=2"
"245","The Surprising Adventures of Sir Digby Chicken Caesar is named after Sir Digby.","NamedAfter(theSurprisingAdventuresofSirDigbyChickenCaesar, sirDigby)","NamedAfter(theSurprisingAdventuresOfSirDigbyChickenCaesar, sirDigby)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"245","If a superhero movie is named after a character, that character is in the movie.","∀x ∀y (SuperheroMovie(x) ∧ NamedAfter(x, y) → In(y, x))","all x.(SuperheroMovie(x) -> all y.((Character(y) & NamedAfter(x, y)) -> InMovie(y, x)))","quantification","simple_universal","0.0","vocab_divergence_partial","","","0.4","","only_siv_preds=['Character', 'InMovie']; only_gold_preds=['In']"
"58","Books contain tons of knowledge.","∀x (Book(x) → Contains(x, knowledge))","all x.(Book(x) -> Contain(x, tonsOfKnowledge))","quantification","simple_universal","0.0","vocab_divergence_partial","moderate_overlap","","0.667","","stem_matches=[('Contain', 'Contains')]"
"58","When a person reads a book, that person gains knowledge.","∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))","all x.(Person(x) -> exists y.(Book(y) & (Reads(x, y) -> GainsKnowledge(x))))","quantification","simple_universal","0.5","vocab_divergence_total","","","0.0","","only_siv_preds=['Book', 'GainsKnowledge', 'Person', 'Reads']; only_gold_preds=['Gains', 'ReadBook']"
"58","If a person gains knowledge, they become smarter.","∀x (Gains(x, knowledge) → Smarter(x))","all x.(Person(x) -> exists y.(Knowledge(y) & (GainKnowledge(x, y) -> BecomeSmarter(x))))","quantification","simple_universal","0.5","vocab_divergence_total","","","0.0","","only_siv_preds=['BecomeSmarter', 'GainKnowledge', 'Knowledge', 'Person']; only_gold_preds=['Gains', 'Smarter']"
"58","Harry read the book “Walden” by Henry Thoreau.","ReadBook(harry, walden) ∧ Book(walden)","exists x.((Book(x) & WrittenBy(x, henryThoreau)) & Read(harry, x))","quantification","existential_compound_nucleus","0.6666666666666666","vocab_divergence_partial","","","0.25","","only_siv_preds=['Read', 'WrittenBy']; only_gold_preds=['ReadBook']"
"191","If the output of a natural language processing task is a text sequence, then it is a language generation task.","∀x (NaturalLanguageProcessingTasks(x) ∧ OutputSequence(x, text) → LanguageGenerationTask(x))","all x.(exists y.((NaturalLanguageProcessingTask(x) & OutputOf(x, y) & TextSequence(y))) -> LanguageGenerationTask(x))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","","","0.333","","only_siv_preds=['OutputOf', 'TextSequence']; only_gold_preds=['OutputSequence']; stem_matches=[('NaturalLanguageProcessingTask', 'NaturalLanguageProcessingTasks')]"
"191","Machine translation is a natural language processing task.","NaturalLanguageProcessingTask(machineTranslation)","NaturalLanguageProcessingTask(machineTranslation)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
