"story_id","status","nl","folio_gold_fol","siv_extraction_view","siv_tests","siv_translation","folio_gold_score","siv_translation_score"
"385","evaluated","All tennis players at Roland Garros 2022 are either female or male.","∀x (TennisPlayer(x) ∧ At(x, rolandGarros2022) → (Female(x) ∧ TennisPlayer(x)) ⊕ (Male(x) ∧ TennisPlayer(x)))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((TennisPlayer(x) & At(x, rolandGarros2022)) -> (Female(x) | Male(x)))","[positive|entailed] all v0.((TennisPlayer(v0) & At(v0,rolandGarros2022)) -> (Female(v0) | Male(v0)))
[contrastive|not_entailed] all x.((TennisPlayer(x) & At(x, rolandGarros2022)) -> -((Female(x) | Male(x))))","all x.((TennisPlayer(x) & At(x, rolandGarros2022)) -> (Female(x) | Male(x)))","PARSE_ERROR (normalized: all x (TennisPlayer(x) & At(x, rolandGarros2022) -> (Female(x) & TennisPlayer(x)) (Male(x) & TennisPlayer(x))))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"385","evaluated","All male tennis players at Roland Garros in 2022 lost to Rafael Nadal.","∀x (Male(x) ∧ TennisPlayer(x) ∧ At(x, rolandGarros2022) → LostTo(x, świątek) ∧ At(x, rolandGarros2022))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((MaleTennisPlayer(x) & At(x, rolandGarros2022)) -> LostTo(x, rafaelNadal))","[positive|entailed] all v0.((MaleTennisPlayer(v0) & At(v0,rolandGarros2022)) -> LostTo(v0,rafaelNadal))
[contrastive|not_entailed] all x.((MaleTennisPlayer(x) & At(x, rolandGarros2022)) -> -LostTo(x, rafaelNadal))","all x.((MaleTennisPlayer(x) & At(x, rolandGarros2022)) -> LostTo(x, rafaelNadal))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"385","evaluated","If Coco Gauff is ranked highly by the Women's Tennis Association or lost to Rafael Nadal, then Coco Gauff is not a male tennis player at Roland Garros 2022.","RankedHighlyBy(cocoGauff, womensTennisAssociation) ∨ (LostTo(cocoGauff, świątek) ∧ LostAt(cocoGauff, rolandGarros2022)) → ¬(Male(cocoGauff) ∧ TennisPlayer(cocoGauff) ∧ AtRolandGarros2022(cocoGauff))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: ((RankedHighlyBy(cocoGauff, wta) | LostTo(cocoGauff, rafaelNadal)) -> -MaleTennisPlayerAt(cocoGauff, rolandGarros2022))","[positive|entailed] ((RankedHighlyBy(cocoGauff,wta) | LostTo(cocoGauff,rafaelNadal)) -> -MaleTennisPlayerAt(cocoGauff,rolandGarros2022))
[contrastive|no_contrastives] ","((RankedHighlyBy(cocoGauff, wta) | LostTo(cocoGauff, rafaelNadal)) -> -MaleTennisPlayerAt(cocoGauff, rolandGarros2022))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)"
"385","evaluated","Coco Gauff is at Roland Garros 2022.","TennisPlayer(cocoGauff) ∧ At(cocoGauff, rolandGarros2022)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: At(cocoGauff, rolandGarros2022)","[positive|entailed] At(cocoGauff,rolandGarros2022)
[contrastive|not_entailed] -At(cocoGauff, rolandGarros2022)","At(cocoGauff, rolandGarros2022)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"256","evaluated","All cats are mammals.","∀x (Cat(x) → Mammal(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Cat(x) -> Mammal(x))","[positive|entailed] all v0.(Cat(v0) -> Mammal(v0))
[contrastive|not_entailed] all x.(Cat(x) -> -Mammal(x))","all x.(Cat(x) -> Mammal(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"256","evaluated","Some pets are not mammals.","∃x (Pet(x) ∧ ¬Mammal(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(Pet(x) & -Mammal(x))","[positive|entailed] exists v0.(Pet(v0) & -Mammal(v0))
[positive|entailed] exists v0.(Pet(v0))
[contrastive|no_contrastives] ","exists x.(Pet(x) & -Mammal(x))","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"159","evaluated","All students who want to have a long vacation have summer as their favorite season.","∀x (Want(x, longvacation) → Favorite(x, summer))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Student(x) & WantLongVacation(x)) -> exists y.(Summer(y) & FavoriteSeason(x, y)))","[positive|entailed] all v0.((Student(v0) & WantLongVacation(v0)) -> exists v1.(Summer(v1) & FavoriteSeason(v0,v1)))
[positive|entailed] all v0.((Student(v0) & WantLongVacation(v0)) -> exists v1.(Summer(v1)))
[contrastive|not_entailed] all x.((Student(x) & WantLongVacation(x)) -> -(exists y.(Summer(y) & FavoriteSeason(x, y))))","all x.((Student(x) & WantLongVacation(x)) -> exists y.(Summer(y) & FavoriteSeason(x, y)))","recall=0.50 precision=1.00 f1=0.67 (P:1/2 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:2/2 C:1/1)"
"159","evaluated","Emma's favorite season is summer.","Favorite(emma, summer)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: FavoriteSeason(emma, summer)","[positive|entailed] FavoriteSeason(emma,summer)
[contrastive|not_entailed] -FavoriteSeason(emma, summer)","FavoriteSeason(emma, summer)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"159","evaluated","James wants to have a long vacation.","Want(james, longVacation)","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(LongVacation(x) & WantsToHave(james, x))","[positive|entailed] exists v0.(LongVacation(v0) & WantsToHave(james,v0))
[positive|entailed] exists v0.(LongVacation(v0))
[contrastive|no_contrastives] ","exists x.(LongVacation(x) & WantsToHave(james, x))","recall=0.50 precision=n/a f1=n/a (P:1/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"343","evaluated","No digital media are analog.","∀x (DigitalMedia(x) → ¬AnalogMedia(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(DigitalMedia(x) -> -Analog(x))","[positive|entailed] all v0.(DigitalMedia(v0) -> -Analog(v0))
[contrastive|not_entailed] all x.(-DigitalMedia(x) -> -Analog(x))
[contrastive|not_entailed] all x.(DigitalMedia(x) -> Analog(x))
[contrastive|not_entailed] all x.(-Analog(x))","all x.(DigitalMedia(x) -> -Analog(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"343","evaluated","Every printed text is analog media.","∀x (PrintedText(x) → AnalogMedia(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(PrintedText(x) -> AnalogMedia(x))","[positive|entailed] all v0.(PrintedText(v0) -> AnalogMedia(v0))
[contrastive|not_entailed] all x.(PrintedText(x) -> -AnalogMedia(x))","all x.(PrintedText(x) -> AnalogMedia(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"343","evaluated","All streaming services are digital media.","∀x (StreamingService(x) → DigitalMedia(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(StreamingService(x) -> DigitalMedia(x))","[positive|entailed] all v0.(StreamingService(v0) -> DigitalMedia(v0))
[contrastive|not_entailed] all x.(StreamingService(x) -> -DigitalMedia(x))","all x.(StreamingService(x) -> DigitalMedia(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"343","evaluated","If an object is a hardcover book, then it is printed text.","∀x (HardcoverBook(x) → PrintedText(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(HardcoverBook(x) -> PrintedText(x))","[positive|entailed] all v0.(HardcoverBook(v0) -> PrintedText(v0))
[contrastive|not_entailed] all x.(HardcoverBook(x) -> -PrintedText(x))","all x.(HardcoverBook(x) -> PrintedText(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"343","evaluated","If 1984 is a streaming service, then 1984 is a hardcover book.","StreamingService(1984) → HardcoverBook(1984)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: bare_implies_atomic_antecedent
canonical_fol: (StreamingService(nineteenEightyFour) -> HardcoverBook(nineteenEightyFour))","[positive|entailed] (StreamingService(nineteenEightyFour) -> HardcoverBook(nineteenEightyFour))
[contrastive|no_contrastives] ","(StreamingService(nineteenEightyFour) -> HardcoverBook(nineteenEightyFour))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)"
"213","evaluated","All Romance languages are Indo-European languages.","∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(RomanceLanguage(x) -> IndoEuropeanLanguage(x))","[positive|entailed] all v0.(RomanceLanguage(v0) -> IndoEuropeanLanguage(v0))
[contrastive|not_entailed] all x.(RomanceLanguage(x) -> -IndoEuropeanLanguage(x))","all x.(RomanceLanguage(x) -> IndoEuropeanLanguage(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"213","evaluated","Romance languages are a language family.","∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: LanguageFamily(romanceLanguages)","[positive|entailed] LanguageFamily(romanceLanguages)
[contrastive|not_entailed] -LanguageFamily(romanceLanguages)","LanguageFamily(romanceLanguages)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"213","evaluated","All languages within a language family are related to each other.","∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Language(x) -> all y.((Language(y) & WithinLanguageFamily(x, y)) -> RelatedTo(x, y)))","[positive|entailed] all v0.(Language(v0) -> all v1.((Language(v1) & WithinLanguageFamily(v0,v1)) -> RelatedTo(v0,v1)))
[contrastive|not_entailed] all x.(Language(x) -> -(all y.((Language(y) & WithinLanguageFamily(x, y)) -> RelatedTo(x, y))))","all x.(Language(x) -> all y.((Language(y) & WithinLanguageFamily(x, y)) -> RelatedTo(x, y)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"213","evaluated","French and Spanish are both Romance languages.","RomanceLanguage(french) ∧ RomanceLanguage(spanish)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (RomanceLanguage(french) & RomanceLanguage(spanish))","[positive|entailed] (RomanceLanguage(french) & RomanceLanguage(spanish))
[positive|entailed] RomanceLanguage(french)
[positive|entailed] RomanceLanguage(spanish)
[contrastive|not_entailed] (-RomanceLanguage(french) & RomanceLanguage(spanish))
[contrastive|not_entailed] (RomanceLanguage(french) & -RomanceLanguage(spanish))","(RomanceLanguage(french) & RomanceLanguage(spanish))","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"213","evaluated","German is related to Spanish.","Related(german, spanish)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: RelatedTo(german, spanish)","[positive|entailed] RelatedTo(german,spanish)
[contrastive|not_entailed] -RelatedTo(german, spanish)","RelatedTo(german, spanish)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"213","evaluated","Basque is not related to any other language.","∀x (Language(x) → ¬Related(basque, x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all y.(Language(y) -> -RelatedTo(x, y))","[positive|unknown] all v0.(Language(v0) -> -RelatedTo(x,v0))
[contrastive|no_contrastives] ","all y.(Language(y) -> -RelatedTo(x, y))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)"
"79","evaluated","Robert Lewandowski is a striker.","Striker(robertLewandowski)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: Striker(robertLewandowski)","[positive|entailed] Striker(robertLewandowski)
[contrastive|not_entailed] -Striker(robertLewandowski)","Striker(robertLewandowski)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"79","evaluated","Strikers are soccer players.","∀x (Striker(x) → SoccerPlayer(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Striker(x) -> SoccerPlayer(x))","[positive|entailed] all v0.(Striker(v0) -> SoccerPlayer(v0))
[contrastive|not_entailed] all x.(Striker(x) -> -SoccerPlayer(x))","all x.(Striker(x) -> SoccerPlayer(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"79","evaluated","Robert Lewandowski left Bayern Munchen.","Left(robertLewandowski, bayernMunchen)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: Left(robertLewandowski, bayernMunchen)","[positive|entailed] Left(robertLewandowski,bayernMunchen)
[contrastive|not_entailed] -Left(robertLewandowski, bayernMunchen)","Left(robertLewandowski, bayernMunchen)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"79","evaluated","If a player leaves a team they no longer play for that team.","∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Player(x) -> all y.((Team(y) & Leaves(x, y)) -> -PlaysFor(x, y)))","[positive|entailed] all v0.(Player(v0) -> all v1.((Team(v1) & Leaves(v0,v1)) -> -PlaysFor(v0,v1)))
[contrastive|not_entailed] all x.(Player(x) -> -(all y.((Team(y) & Leaves(x, y)) -> -PlaysFor(x, y))))","all x.(Player(x) -> all y.((Team(y) & Leaves(x, y)) -> -PlaysFor(x, y)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"2","evaluated","Billings is a city in the state of Montana in U.S.","City(billings) ∧ In(billings, montana)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (CityIn(billings, montana) & StateIn(montana, us))","[positive|entailed] (CityIn(billings,montana) & StateIn(montana,us))
[positive|entailed] CityIn(billings,montana)
[positive|entailed] StateIn(montana,us)
[contrastive|not_entailed] (-CityIn(billings, montana) & StateIn(montana, us))
[contrastive|not_entailed] (CityIn(billings, montana) & -StateIn(montana, us))","(CityIn(billings, montana) & StateIn(montana, us))","recall=0.00 precision=1.00 f1=0.00 (P:0/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"2","evaluated","The state of Montana includes the cities of Butte, Helena, and Missoula.","City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (Includes(montana, butte) & Includes(montana, helena) & Includes(montana, missoula))","[positive|entailed] (Includes(montana,butte) & Includes(montana,helena) & Includes(montana,missoula))
[positive|entailed] Includes(montana,butte)
[positive|entailed] Includes(montana,helena)
[positive|entailed] Includes(montana,missoula)
[contrastive|not_entailed] (-Includes(montana, butte) & Includes(montana, helena) & Includes(montana, missoula))
[contrastive|not_entailed] (Includes(montana, butte) & -Includes(montana, helena) & Includes(montana, missoula))
[contrastive|not_entailed] (Includes(montana, butte) & Includes(montana, helena) & -Includes(montana, missoula))","(Includes(montana, butte) & Includes(montana, helena) & Includes(montana, missoula))","recall=0.00 precision=1.00 f1=0.00 (P:0/4 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:4/4 C:3/3)"
"2","evaluated","The city of St Pierre is not in the state of Montana.","City(pierre) ∧ ¬(In(pierre, montana))","[reconstructed from report — not raw extraction]
top_formula_case: negation
structural_class: ground_instance
canonical_fol: -(InState(stPierre, montana))","[positive|entailed] -(InState(stPierre,montana))
[contrastive|not_entailed] -(-InState(stPierre, montana))","-(InState(stPierre, montana))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"2","evaluated","Any city in Butte is not in St Pierre.","∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((City(x) & In(x, butte)) -> -In(x, stPierre))","[positive|entailed] all v0.((City(v0) & In(v0,butte)) -> -In(v0,stPierre))
[contrastive|not_entailed] all x.((City(x) & In(x, butte)) -> In(x, stPierre))","all x.((City(x) & In(x, butte)) -> -In(x, stPierre))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"192","evaluated","International students in the US have either an F1 visa or a J1 visa.","∀x (InternationalStudent(x) ∧ In(x, unitedStates) → F1Visa(x) ⊕ J1Visa(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((InternationalStudent(x) & In(x, us)) -> (HasVisa(x, f1Visa) | HasVisa(x, j1Visa)))","[positive|entailed] all v0.((InternationalStudent(v0) & In(v0,us)) -> (HasVisa(v0,f1Visa) | HasVisa(v0,j1Visa)))
[contrastive|not_entailed] all x.((InternationalStudent(x) & In(x, us)) -> -((HasVisa(x, f1Visa) | HasVisa(x, j1Visa))))","all x.((InternationalStudent(x) & In(x, us)) -> (HasVisa(x, f1Visa) | HasVisa(x, j1Visa)))","PARSE_ERROR (normalized: all x (InternationalStudent(x) & In(x, unitedStates) -> F1Visa(x) J1Visa(x)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"192","evaluated","An international student in the US with an F1 visa needs to apply for CPT or OPT if the student wants to work in the US.","∀x (InternationalStudent(x) ∧ In(x, unitedStates) ∧ F1Visa(x) ∧ WantToWorkIn(x, unitedStates) → Apply(x, cpt) ∨ Apply(x, opt))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: existential_compound_nucleus
canonical_fol: exists x.((InternationalStudent(x) & In(x, us) & HasVisa(x, f1Visa)) & (WantsToWorkIn(x, us) -> (NeedsToApplyFor(x, cpt) | NeedsToApplyFor(x, opt))))","[positive|entailed] exists v0.((InternationalStudent(v0) & In(v0,us) & HasVisa(v0,f1Visa)) & (WantsToWorkIn(v0,us) -> (NeedsToApplyFor(v0,cpt) | NeedsToApplyFor(v0,opt))))
[positive|entailed] exists v0.(InternationalStudent(v0))
[positive|entailed] exists v0.(In(v0,us))
[positive|entailed] exists v0.(HasVisa(v0,f1Visa))
[contrastive|no_contrastives] ","exists x.((InternationalStudent(x) & In(x, us) & HasVisa(x, f1Visa)) & (WantsToWorkIn(x, us) -> (NeedsToApplyFor(x, cpt) | NeedsToApplyFor(x, opt))))","recall=0.75 precision=n/a f1=n/a (P:3/4 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:4/4 C:0/0)"
"192","evaluated","Mike is an international student.","InternationalStudent(mike)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: InternationalStudent(mike)","[positive|entailed] InternationalStudent(mike)
[contrastive|not_entailed] -InternationalStudent(mike)","InternationalStudent(mike)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"192","evaluated","Mike needs to apply for CPT if he wants to work in the US.","WantToWorkIn(x, unitedStates) → Apply(mike, cpt)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: bare_implies_atomic_antecedent
canonical_fol: (WantsToWorkIn(mike, us) -> NeedsToApplyFor(mike, cpt))","[positive|entailed] (WantsToWorkIn(mike,us) -> NeedsToApplyFor(mike,cpt))
[contrastive|no_contrastives] ","(WantsToWorkIn(mike, us) -> NeedsToApplyFor(mike, cpt))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)"
"442","evaluated","All Brown Swiss cattle are cows.","∀x (BrownSwissCattle(x) → Cow(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(BrownSwissCattle(x) -> Cow(x))","[positive|entailed] all v0.(BrownSwissCattle(v0) -> Cow(v0))
[contrastive|not_entailed] all x.(BrownSwissCattle(x) -> -Cow(x))","all x.(BrownSwissCattle(x) -> Cow(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"442","evaluated","Some pets are Brown Swiss Cattle.","∃x (Pet(x) ∧ BrownSwissCattle(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(Pet(x) & BrownSwissCattle(x))","[positive|entailed] exists v0.(Pet(v0) & BrownSwissCattle(v0))
[positive|entailed] exists v0.(Pet(v0))
[contrastive|no_contrastives] ","exists x.(Pet(x) & BrownSwissCattle(x))","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"442","evaluated","All cows are domesticated animals.","∀x (Cow(x) → DomesticatedAnimal(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Cow(x) -> DomesticatedAnimal(x))","[positive|entailed] all v0.(Cow(v0) -> DomesticatedAnimal(v0))
[contrastive|not_entailed] all x.(Cow(x) -> -DomesticatedAnimal(x))","all x.(Cow(x) -> DomesticatedAnimal(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"442","evaluated","Alligators are not domesticated animals.","∀x (Aligator(x) → ¬DomesticatedAnimal(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Alligator(x) -> -DomesticatedAnimal(x))","[positive|entailed] all v0.(Alligator(v0) -> -DomesticatedAnimal(v0))
[contrastive|not_entailed] all x.(-Alligator(x) -> -DomesticatedAnimal(x))
[contrastive|not_entailed] all x.(Alligator(x) -> DomesticatedAnimal(x))
[contrastive|not_entailed] all x.(-DomesticatedAnimal(x))","all x.(Alligator(x) -> -DomesticatedAnimal(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"442","evaluated","Ted is an alligator.","Aligator(ted)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: Alligator(ted)","[positive|entailed] Alligator(ted)
[contrastive|not_entailed] -Alligator(ted)","Alligator(ted)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"234","evaluated","Yale University is a private Ivy League research university.","PrivateIvyLeagueResearchUniversity(yaleUniversity)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: PrivateIvyLeagueResearchUniversity(yaleUniversity)","[positive|entailed] PrivateIvyLeagueResearchUniversity(yaleUniversity)
[contrastive|not_entailed] -PrivateIvyLeagueResearchUniversity(yaleUniversity)","PrivateIvyLeagueResearchUniversity(yaleUniversity)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"234","evaluated","Yale University moved to New Haven in 1716.","MovedTo(yaleUniversity, newHaven) ∧ MovedIn(yaleUniversity, year1716)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: MovedTo(yaleUniversity, newHaven)","[positive|entailed] MovedTo(yaleUniversity,newHaven)
[contrastive|not_entailed] -MovedTo(yaleUniversity, newHaven)","MovedTo(yaleUniversity, newHaven)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"234","evaluated","Yale university's endowment was valued at $42.3 billion.","ValuedAt(yaleUniversitysEndowment, 42point3billion)","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(EndowmentOf(x, yaleUniversity) & ValuedAt(x, value423Billion))","[positive|entailed] exists v0.(EndowmentOf(v0,yaleUniversity) & ValuedAt(v0,value423Billion))
[positive|entailed] exists v0.(EndowmentOf(v0,yaleUniversity))
[contrastive|no_contrastives] ","exists x.(EndowmentOf(x, yaleUniversity) & ValuedAt(x, value423Billion))","recall=0.00 precision=n/a f1=n/a (P:0/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
